OBJECTID,DATA_DATE,ROUTE_COMM,HTRIS_ID,ROUTE_ALIA,START_LABE,END_LABEL,ADT,ADT_QUALIT,PERCENT_4_,PERCENT_BU,PERCENT_TR,PERCENT__1,PERCENT__2,PERCENT__3,CLASS_QUAL,K_FACTOR,K_FACTOR_Q,DIRECTION_,AAWDT,AAWDT_QUAL,LOC_COMP_D,ROUTE_FROM,FROM_JURIS,ROUTE_TO_M,TO_JURISDI,PEAK_SINGL,PEAK_COMBI,DATA_CUSTO,METADATA_U,ROUTE_NAME,EVENT_SOUR,EVENT_LOCA,EVENT_COMP,MAXIMUMSCA,ROUTE_CO_1,DATA_YEARO,Shape_STLength__,Shape_Length
4299,27-MAR-12,SC-673N (Floyd County),  3100673,31-673 Coles Knob Rd,31-679 Bethlehem Church Rd,31-676 Hale Rd,190,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.2,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00673NB,737602,1,1,48000,SC-673N (Floyd County) - ADT 190,2012,383.57035678,0.00304501409143585
4300,19-JUN-09,SC-1859E (Roanoke County),  8001859,80-1859 Orlando Ave,80-1974 Samantha Circle,80-1975 Bole Jack Rd,240,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.96,Roanoke County,1.01,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01859EB,767100,1,1,24000,SC-1859E (Roanoke County) - ADT 240,2009,100.12457392,0.000898920724560301
4301,29-JUL-11,SC-693E (Franklin County),  3300693,33-693 Green Level Rd,"33-739 S, Bethlehem Rd","33-739 N, Bethlehem Rd",30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.7,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00693EB,738369,1,1,48000,SC-693E (Franklin County) - ADT 30,2011,1456.22291966,0.0116388135800341
4302,2012,SC-601E (Botetourt County),  1100601,11-601 Thrasher Rd,"11-630 W, Springwood Rd","11-630 E, Springwood Rd",420,G,97.301,1.595,0.982,0.123,0,0,C,0.13,F,0.7818,440,G,Bidirectional,0,Botetourt County,0.21,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00601EB,403455,1,1,200000,SC-601E (Botetourt County) - ADT 420,2012,400.78534493,0.00325106815575166
4303,13-JUL-11,SC-1019N (Franklin County),  3301019,33-1019 Tripple Creek Rd,33-1007 Treetop Rd,Dead End,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.51,Franklin County,1.6,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01019NB,738853,1,1,48000,SC-1019N (Franklin County) - ADT 130,2011,116.71973386,0.00101275190234581
4304,14-JUL-07,SC-1402E (Bedford County),  0901402,09-1402 Menefee Dr,09-1403 Dixie Lane,09-1401 Heightview Dr,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.1,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01402EB,706356,1,1,48000,SC-1402E (Bedford County) - ADT 70,2007,173.89017234,0.00154241235732646
4305,20-JUL-10,SC-1478E (Bedford County),  0901478,09-1478 Hunters Knoll Dr,Cul-de-Sac,09-655 Goodview Rd,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.23,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01478EB,794393,1,1,48000,SC-1478E (Bedford County) - ADT 110,2010,486.32552752,0.00381641575872449
4306,05-MAR-10,SC-676N (Botetourt County),  1100676,11-676 Parsons Rd,11-670 Trinity Rd,11-796 Gravel Hill Rd,380,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,1.1,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00676NB,707021,1,1,48000,SC-676N (Botetourt County) - ADT 380,2010,2195.13306941,0.0177144732937706
4307,16-JAN-08,SC-725N (Montgomery County),  6000725,60-725 Poverty Creek,"60-655 Long Shop Rd, Mt Zion Rd",Dead End,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.92,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00725NB,754033,1,1,48000,SC-725N (Montgomery County) - ADT 90,2008,1793.32513083,0.0138054292924988
4308,2012,UR-3156E (Town of Blacksburg), 15003156,150-3156 Roanoke St,Main St,Owen St,5500,G,97.963,0.372,1.487,0.084,0.092,0,C,0.0947,F,0.5609,5800,G,Bidirectional,0,Town of Blacksburg,0.49,Town of Blacksburg,0.08712,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA150UR03156EB,607190,1,1,400000,UR-3156E (Town of Blacksburg) - ADT 5500,2012,1067.15210031,0.00867796014982652
4309,10-MAR-10,SC-1480N (Botetourt County),  1101480,11-1480 Carriage Lane,11-657 Rainbow Forest Dr,11-1481 Coachman Place,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.17,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01480NB,707537,1,1,24000,SC-1480N (Botetourt County) - ADT 160,2010,355.49130907,0.00263702044361593
4310,2012,SC-624E (Roanoke County),  8000624,80-624 Newport Rd,80-697 Sandy Ridge Rd,80-620 Miller Cove Rd,560,F,98.145,0.433,0.68,0.433,0.309,0,F,0.1125,F,0.7194,580,F,Bidirectional,3.3,Roanoke County,5.5,Roanoke County,0.11363,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00624EB,400570,1,1,200000,SC-624E (Roanoke County) - ADT 560,2012,4565.12768147,0.0397951490448251
4311,11-APR-05,SC-654E (Craig County),  2200654,22-654,22-653,22-655,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Craig County,0.09,Craig County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA022SC00654EB,719792,1,1,48000,SC-654E (Craig County) - ADT 30,2005,194.92223543,0.0015651042126426
4312,2012,US-11N,  US00011,"US 11, US 460 Roanoke St",I-81,"Tower Rd, Hampton Rd",8000,N,96.19,0.549,0.779,1.216,1.187,0.08,N,0.0964,N,0.5524,8500,N,Master Prime,121.16,Montgomery County,121.25,Montgomery County,0.09544,0.07808,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00011NB,20424,1,1,400000,US-11N - ADT 8000,2012,207.11689207,0.001849630086415
4313,29-NOV-06,SC-1103N (Roanoke County),  8001103,80-1103 Ellen Dr,80-1136 Gene St,Dead End,6,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.31,Roanoke County,0.43,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01103NB,766232,1,1,24000,SC-1103N (Roanoke County) - ADT 6,2006,53.59130958,0.000397617774025683
4314,05-JUN-09,SC-1858E (Roanoke County),  8001858,80-1858 Buckland Mill Rd,Dead End,80-784 Sudley Rd,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.17,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01858EB,767094,1,1,24000,SC-1858E (Roanoke County) - ADT 230,2009,358.16565762,0.00290676899482805
4315,18-JUN-08,SC-723N (Franklin County),  3300723,33-723 Lucy Wade Rd,33-619 Fanny Cook Rd,33-803 Edgewood Rd,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,1.82,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00723NB,738430,1,1,48000,SC-723N (Franklin County) - ADT 160,2008,3591.06446009,0.026951347587232
4316,09-MAY-07,SC-1221N (Botetourt County),  1101221,11-1221 Mildred St,Dead End,11-1220 Carol Dr,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.04,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01221NB,707426,1,1,48000,SC-1221N (Botetourt County) - ADT 90,2007,75.58886747,0.000626539521247793
4317,2012,VA-24E,  SR00024,VA 24 By Pass Rd,Hardy Rd,Washington Ave,15000,F,98.458,0.237,0.56,0.211,0.528,0.007,F,0.0902,F,0.6091,16000,F,Master Prime,3.29,Town of Vinton,3.68,Town of Vinton,0.07036,0.02526,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00024EB,687807,1,1,400000,VA-24E - ADT 15000,2012,787.23915885,0.00610401327120907
4318,08-SEP-11,SC-735E (Franklin County),  3300735,33-735 Retreat Rd,33-731 Dugwell Rd,33-919 Grassy Hill Rd,460,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,3.57,Franklin County,4.82,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00735EB,738454,1,1,48000,SC-735E (Franklin County) - ADT 460,2011,2476.68792325,0.0198448035018628
4319,2012,UR-8015S (City of Roanoke), 12808015S,128-8015 Franklin Rd,US 220 Roy Webber Expwy,"US 221 Elm Ave; Gap",12000,F,98.518,0.152,0.637,0.413,0.28,0,C,0.0956,F,0.6261,12000,F,Master Non-Prime,0.53,City of Roanoke,0.6,City of Roanoke,0.0717,0.03155,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA128UR08015SB,666433,1,3,400000,UR-8015S (City of Roanoke) - ADT 12000,2012,136.31849123,0.000975410815927013
4320,19-MAY-10,SC-823N (Botetourt County),  1100823,11-823 Brunswick Forge Rd,11-665 Country Club Rd,Cul-de-Sac,410,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,1.02,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00823NB,707236,1,1,48000,SC-823N (Botetourt County) - ADT 410,2010,2052.24348518,0.0157808885463631
4321,24-JUN-10,SC-1573N (Bedford County),  0901573,09-1573 Ramblewood Rd,09-1564 Twin Creek Terrace,09-1574 Cameron Rd,1500,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.64,Bedford County,0.78,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01573NB,706554,1,1,24000,SC-1573N (Bedford County) - ADT 1500,2010,269.62580111,0.00196154713584781
4322,02-JUN-10,SC-602E (Bedford County),  0900602,09-602 Hunting Creek Rd,Dead End,"SR 122 N, Big Island Hwy",180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,1.6,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00602EB,705627,1,1,48000,SC-602E (Bedford County) - ADT 180,2010,956.57708356,0.00768863182997131
4323,04-DEC-06,SC-910E (Roanoke County),  8000910,80-910 Meacham Rd,Dead End,80-920 Kelley St,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.14,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00910EB,766014,1,1,48000,SC-910E (Roanoke County) - ADT 30,2006,96.24018346,0.000841984039706864
4324,18-JAN-05,SC-670N (Montgomery County),  6000670,60-670 Dairy Rd,60-669 Fairview Church Rd,SR 8 Riner Rd,350,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,1.2,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00670NB,753961,1,1,48000,SC-670N (Montgomery County) - ADT 350,2005,2461.61996232,0.0187207422844864
4325,21-MAR-08,SC-642N (Floyd County),  3100642,31-642 Poff Rd,Dead End,Blue Ridge Pkwy,8,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.4,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00642NB,737531,1,1,48000,SC-642N (Floyd County) - ADT 8,2008,905.02331012,0.00798718492547609
4326,24-JUN-08,SC-757E (Franklin County),  3300757,33-757 Thornton Mtn Rd,"33-607 S, Waidsboro Rd",Dead End,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.72,Franklin County,1.97,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00757EB,738498,1,1,48000,SC-757E (Franklin County) - ADT 20,2008,456.34942698,0.00406785741686858
4327,2012,US-221S,  US00221S,US 221 Brambleton Ave,SR 419 Electric Rd,WCL Roanoke,16000,F,98.911,0.339,0.351,0.19,0.208,0,C,0.1001,F,0.7021,17000,F,Master Non-Prime,93.5,Roanoke County,94.64,Roanoke County,0.02402,0.00601,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00221SB,20412,1,2,400000,US-221S - ADT 16000,2012,2297.26765634,0.0187240340072705
4328,20-MAY-08,SC-1008E (Franklin County),  3301008,33-1008 Bernard Rd,Ramp to US 220,FR-612,3500,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.05,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01008EB,738829,1,1,48000,SC-1008E (Franklin County) - ADT 3500,2008,76.05548764,0.000660362256068228
4329,21-DEC-07,SC-1257N (Montgomery County),  6001257,60-1257 Quailwood Dr,60-1256 Falcon Ridge Rd,Cul-de-Sac,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.34,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01257NB,754252,1,1,48000,SC-1257N (Montgomery County) - ADT 110,2007,685.44947828,0.00551063761959578
4330,2012,SC-601N (Roanoke County),  8000601,80-601 Hollins Rd,"NCL Roanoke; SR 115",80-621 Beaumont Rd,5900,F,96.949,0.373,0.435,0.595,1.65,0,F,0.1028,F,0.5501,6300,F,Bidirectional,0,Roanoke County,1.24,Roanoke County,0.03392,0.03392,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00601NB,400508,1,1,200000,SC-601N (Roanoke County) - ADT 5900,2012,2514.486642,0.019019328490384
4331,27-NOV-06,SC-1189N (Roanoke County),  8001189,80-1189 Aarons Run,80-619 Wildwood Rd,Cul-de-Sac,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.15,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01189NB,789032,1,1,24000,SC-1189N (Roanoke County) - ADT 160,2006,357.95439326,0.00298320035106205
4332,24-MAY-07,SC-1630E (Bedford County),  0901630,09-1630 Brookledge Dr,09-1632 Sedgefield Lane,09-1633 Glendale Dr,430,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.29,Bedford County,0.38,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01630EB,706610,1,1,24000,SC-1630E (Bedford County) - ADT 430,2007,190.50746571,0.00148145463502141
4333,2012,SC-718E (Franklin County),  3300718,33-718 Colonial Tpke,33-721 Patti Rd,"33-646 N, Doe Run Rd",640,G,96.907,0.275,0.848,0.779,1.191,0,F,0.1044,F,0.5068,670,G,Bidirectional,12.72,Franklin County,16.16,Franklin County,0.09187,0.1827,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00718EB,405877,1,1,200000,SC-718E (Franklin County) - ADT 640,2012,6743.05566183,0.0549070043989206
4334,2012,SC-630E (Botetourt County),  1100630,11-630 E Main St,US 220 Botetourt Rd,11-1202 Church St,1100,G,97.941,0.714,0.651,0.42,0.273,0,F,0.1351,F,0.764,1100,G,Bidirectional,6.48,Botetourt County,6.67,Botetourt County,0.43637,0.04864,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00630EB,403501,1,1,200000,SC-630E (Botetourt County) - ADT 1100,2012,380.05793748,0.00340974006570496
4335,2012,VA-112N,  SR00112,VA 112 Wildwood Rd,I-81,FR 70 Skyview Rd,2300,G,98.679,0.609,0.405,0.139,0.173,0,F,0.115,N,0.5192,2500,G,Master Prime,0.61,Roanoke County,0.65,Roanoke County,0.00108,0.00117,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00112NB,20549,1,1,1600000,VA-112N - ADT 2300,2012,87.64912163,0.000700040357200528
4336,20-SEP-11,SC-1641N (Franklin County),  3301641,33-1641 Waverly Lane,"33-1645 S, Spinnaker Sail Court",33-1640 Island Pointe Lane,200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.65,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01641NB,739227,1,1,48000,SC-1641N (Franklin County) - ADT 200,2011,1322.3131681,0.010212085383052
4337,29-MAY-09,SC-1595E (Roanoke County),  8001595,80-1595 Summer Dr,80-1506 Eveningwood Lane,80-1558 North Spring Rd,150,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.2,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01595EB,766704,1,1,24000,SC-1595E (Roanoke County) - ADT 150,2009,383.15311933,0.00332786888736882
4338,16-OCT-06,SC-1097N (Roanoke County),  8001097,80-1097 Phyllis Rd,80-1096 Stoney Ridge Dr,Dead End,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.08,Roanoke County,0.21,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01097NB,766224,1,1,24000,SC-1097N (Roanoke County) - ADT 60,2006,154.25923284,0.00122750170303307
4339,2012,US-220S,  US00220S,US 220 Virgil H Goode Hwy,33-697 S Wirtz Rd,SCL Boones Mill,23000,G,86.963,0.769,0.735,0.937,9.884,0.718,F,0.0872,F,0.6189,24000,G,Master Non-Prime,44.88,Franklin County,48.85,Franklin County,0.15086,0.47611,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00220SB,20493,1,2,1600000,US-220S - ADT 23000,2012,8024.92660569,0.0652131538805344
4340,11-APR-05,SC-685N (Craig County),  2200685,22-685 Fenwick Mines Rd,22-611,22-608 Mill Creek Lane,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Craig County,0.12,Craig County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA022SC00685NB,719833,1,1,48000,SC-685N (Craig County) - ADT 100,2005,204.17135746,0.00154972467398464
4341,2012,US-220N,  US00220,"US 220, VA 42 Botetourt Rd",11-615 Craig Creek Rd,SR 43 Narrow Passage Rd,5400,G,92.559,0.459,0.756,0.55,5.658,0.024,F,0.0812,F,0.5547,5700,G,Bidirectional,97.68,Botetourt County,99,Botetourt County,0.108,0.16971,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00220NB,20237,1,1,1600000,US-220N - ADT 5400,2012,2710.73989082,0.0221411506046588
4342,20-JAN-10,SC-1019N (Botetourt County),  1101019,11-1019 Azalea Rd,11-779 Catawba St,11-1018 Hilltop Circle,180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.22,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01019NB,707279,1,1,24000,SC-1019N (Botetourt County) - ADT 180,2010,421.32421487,0.00301335707848051
4343,26-JUN-09,SC-1089N (Roanoke County),  8001089,80-1089 McIntosh Lane,80-1087 Jonathan Lane,80-1084 Winesap Dr,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.06,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01089NB,766214,1,1,24000,SC-1089N (Roanoke County) - ADT 80,2009,134.92267969,0.00107851934540269
4344,08-NOV-06,SC-669E (Roanoke County),  8000669,80-669 Patterson Dr,Montgomery County Line,80-865 Kings Brothers Rd,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.5,Roanoke County,1.25,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00669EB,765684,1,1,48000,SC-669E (Roanoke County) - ADT 40,2006,1490.57970645,0.0111065827205954
4345,2012,SC-688E (Montgomery County),  6000688,60-688 Rock Rd,US 11 Radford St,ECL Radford,3800,G,97.407,0.475,0.706,1.083,0.329,0,C,0.1046,F,0.5173,4000,G,Bidirectional,0,Montgomery County,0.94,Montgomery County,0.12029,0.04812,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00688EB,403786,1,1,400000,SC-688E (Montgomery County) - ADT 3800,2012,1897.63441644,0.0163712826162064
4346,12-JUN-09,SC-1918N (Roanoke County),  8001918,80-1918 Sean Lane,"80-1919 Old Tavern Rd; Olde Tavern Rd",80-1921 Hunters Trail,200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.07,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01918NB,767174,1,1,24000,SC-1918N (Roanoke County) - ADT 200,2009,157.34508559,0.00119341505978424
4347,2012,SC-615N (Botetourt County),  1100615,"11-615, VA 42 Craig Creek Rd",11-621 Roaring Run Rd,11-685 Ball Park Rd,590,G,97.878,0.227,0.909,0.455,0.53,0,F,0.1103,F,0.6103,620,G,Bidirectional,16.1,Botetourt County,17,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00615NB,403479,1,2,200000,SC-615N (Botetourt County) - ADT 590,2012,1729.03787373,0.0142030762170784
4348,18-JUL-07,SC-863N (Bedford County),  0900863,09-863 Foxwood Dr,09-668 Goode Station Rd,Dead End,580,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.65,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00863NB,706119,1,1,48000,SC-863N (Bedford County) - ADT 580,2007,1347.32790203,0.0110334329026564
4349,21-DEC-07,SC-1260N (Montgomery County),  6001260,60-1260 Woodland Hills Dr,"60-723 S, Lusters Gate Rd",60-1263 Sycamore Trail,320,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.28,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01260NB,754254,1,1,48000,SC-1260N (Montgomery County) - ADT 320,2007,560.36896251,0.00474251234112148
4350,06-AUG-09,SC-2042E (Roanoke County),  8002042,80-2042 Hamlet Trail,Cul-de-Sac,80-2041 Juliet Court,150,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.07,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC02042EB,792002,1,1,24000,SC-2042E (Roanoke County) - ADT 150,2009,124.90099871,0.000994176466298815
4351,16-MAR-12,SC-739E (Floyd County),  3100739,31-739 Sam Reed Rd,31-750 Alum Ridge Rd,31-688 Music Rd,170,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,4.88,Floyd County,6.08,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00739EB,737738,1,1,48000,SC-739E (Floyd County) - ADT 170,2012,2363.69738567,0.0204180043452307
4352,09-APR-08,SC-752E (Floyd County),  3100752,31-752 Simpkins Rd,Dead End,"31-619 Homestead Rd; 31-787 Indian Valley Rd",4,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.3,Floyd County,0.6,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00752EB,737757,1,1,48000,SC-752E (Floyd County) - ADT 4,2008,2399.05569987,0.019254893534791
4353,19-MAY-10,SC-787N (Botetourt County),  1100787,11-787 Daleway Dr,Dead End,11-786 Mimosa St,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.12,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00787NB,707188,1,1,24000,SC-787N (Botetourt County) - ADT 100,2010,173.45733998,0.00148905016438332
4354,2012,UR-19S (City of Roanoke), 12800019S,128-19 Valley View Blvd NW,"I-581, US 220",Hershberger Rd NW,24000,F,0,0,0,0,0,0,X,0.0916,F,0.5477,25000,F,Master Non-Prime,0.17,City of Roanoke,1.39,City of Roanoke,0.00197,0.00045,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA128UR00019SB,796403,1,3,200000,UR-19S (City of Roanoke) - ADT 24000,2012,2305.10460564,0.0178186593924986
